"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"jp_armoredcruiser_ikoma";"IJN Ikoma";"Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN Ikoma";"MIJ Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN Ikoma";"IJN 이코마";"生\t驹";"大日本帝國海軍 生駒";"日\t本\t帝\t國\t海\t軍\t生\t駒\t號";;
"uk_battleship_vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS Vanguard";"HMS 뱅가드";"前\t卫";"イギリス\t海軍 ヴァンガード";"陛\t下\t之\t艦\t先\t鋒\t號";;
"ussr_battlecruiser_kronshtadt";"Kronshtadt";"Kronshtadt";"Kronshtadt";"Kronshtadt";"Kronshtadt";"Кронштадт";"Kronshtadt";"Kronsztad";"Kronshtadt";"Kronshtadt";"Kronštadt";"Kronshtadt";"Kronshtadt";"Kronshtadt";"크론슈타트";"喀\t琅\t施\t塔\t得";"クロンシュタット";"喀\t瑯\t什\t塔\t得\t號";;
"uk_sub_type_v";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS Vampire";"HMS 뱀파이어";"吸\t血\t鬼";"イギリス\t海軍 ヴァンパイア";"陛\t下\t之\t艦\t吸\t血\t鬼\t號";;
"us_cruiser_des_moines_class";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS Des Moines";"USS 디모인";"得\t梅\t因";"アメリカ\t海軍 デモイン";"美\t國\t得\t梅\t因\t號";;
"jp_battleship_yamato";"IJN Yamato";"Yamato";"IJN Yamato";"IJN Yamato";"IJN Yamato";"IJN Yamato";"IJN Yamato";"IJN Yamato";"MIJ Yamato";"IJN Yamato";"IJN Jamató";"IJN Yamato";"IJN Yamato";"IJN Yamato";"IJN 야마토";"大\t和";"大日本帝國海軍 大和";"日\t本\t帝\t國\t海\t軍\t大\t和\t號";;
"germ_battlecruiser_von_der_tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS Von der Tann";"SMS 폰 데어 탄";"冯\t德\t坦\t恩";"SMS フォン・デア・タン";"SMS 馮\t德\t坦\t號";;
"ussr_destroyer_pr56_svetlyy";"Svetlyy";"Svetlyy";"Svetlyy";"Svetlyy";"Svetlyy";"Светлый";"Світлий";"Swietłyj";"Svetlyy";"Svetlyy";"Světlivyj";"Svetlyy";"Svetlyy";"Svetlyy";"스베틀리";"光\t明";"スヴェトリー";"斯\t韋\t特\t利\t號";;
"germ_battleship_bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"Bismarck";"비스마르크";"俾\t斯\t麦";"ビスマルク";"俾\t斯\t麥\t號";;
"us_battleship_arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS Arkansas";"USS 아칸소";"阿\t肯\t色";"アメリカ\t海軍 アーカンソー";"美\t國\t阿\t肯\t色\t號";;
"uk_cruiser_cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS Cornwall";"HMS 콘월";"康\t沃\t尔";"イギリス\t海軍 コーンウォール";"陛\t下\t之\t艦\t康\t沃\t爾\t號";;
"fr_sub_surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"Surcouf";"쉬르쿠프";"絮\t库\t夫";"スルクフ";"敘\t爾\t庫\t夫\t號";;
"germ_destroyer_rckt_hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"Hamburg";"함부르크";"汉\t堡";"ハンブルク";"漢\t堡\t號";;
"germ_battleship_westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS Westfalen";"SMS 베스트팔렌";"威\t斯\t特\t法\t伦";"SMS ヴェストファーレン";"SMS 威\t斯\t特\t法\t倫\t號";;
"jp_cruiser_kako";"IJN Kako";"Kako";"IJN Kako";"IJN Kako";"IJN Kako";"IJN Kako";"IJN Kako";"IJN Kako";"MIJ Kako";"IJN Kako";"IJN Kako";"IJN Kako";"IJN Kako";"IJN Kako";"IJN 카코";"加\t古";"大日本帝國海軍 加古";"日\t本\t帝\t國\t海\t軍\t嘉\t子\t號";;
"us_battleship_texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS Texas";"USS 텍사스";"德\t克\t萨\t斯";"アメリカ\t海軍 テキサス";"美\t國\t德\t州\t號";;
"ussr_cruiser_chapayev";"Chapayev";"Chapayev";"Chapayev";"Chapayev";"Chapayev";"Чапаев";"Чапаєв";"Czapajew";"Chapayev";"Chapayev";"Čapajev";"Chapayev";"Chapayev";"Chapayev";"차파예프";"夏\t伯\t阳";"チャパエフ";"恰\t帕\t耶\t夫\t號";;
"us_cruiser_rckt_belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS Belknap";"USS 벨크냅";"贝\t尔\t纳\t普";"アメリカ\t海軍 ベルナップ";"美\t國\t貝\t爾\t納\t普\t號";;
"jp_battlecruiser_kongo";"IJN Kongo";"Kongō";"IJN Kongo";"IJN Kongo";"IJN Kongo";"IJN Kongo";"IJN Kongo";"IJN Kongo";"MIJ Kongo";"IJN Kongo";"IJN Kongo";"IJN Kongo";"IJN Kongo";"IJN Kongo";"IJN 콩고";"金\t刚";"大日本帝國海軍 金剛";"日\t本\t帝\t國\t海\t軍\t剛\t果\t號";;
"ussr_battleship_marat";"Marat";"Marat";"Marat";"Marat";"Marat";"Марат";"Марат";"Marat";"Marat";"Marat";"Marat";"Marat";"Marat";"Marat";"마라";"马\t拉";"マラート";"馬\t拉\t特\t號";;
"germ_sub_type_7_u305";"U-305 Type VII-class";"U-305 Classe Type VII";"U-305 Classe Tipo VII";"U-305 Typ VII-Klasse";"U-305 Clase Tipo VII";"Тип VII U-305";"U-305 типу VII";"U-305 Typ VII";"Classe U-305 Type VII";"U-305 Type VII-class";"U-305 třída typ VII";"U-305 Type VII-class";"U-305 Type VII-class";"U-305 Type VII-class";"U-305 7형 유보트";"U-305";"U-305 VII\t型";"U-305 七\t型\t級";;
"jp_destroyer_rckt_takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takacuki";"JDS Takatsuki";"JDS Takatsuki";"JDS Takatsuki";"JDS 타카츠키";"高\t月";"護衛艦 たかつき";"JDS 高\t槻";;
"germ_artilleriefahrprahm_typ_d3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";"AF D3";;
"jp_battleship_mutsu";"IJN Mutsu";"Mutsu";"IJN Mutsu";"IJN Mutsu";"IJN Mutsu";"IJN Mutsu";"IJN Mutsu";"IJN Mutsu";"MIJ Mutsu";"IJN Mutsu";"IJN Mucu";"IJN Mutsu";"IJN Mutsu";"IJN Mutsu";"IJN 무츠";"陆\t奥";"大日本帝國海軍 陸奥";"日\t本\t帝\t國\t海\t軍\t陸\t奧\t號";;
"uk_sub_valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS Valiant";"HMS 밸리언트";"勇\t士";"イギリス\t海軍 ヴァリアント";"英\t勇\t號\t戰\t列\t艦";;
"us_cruiser_pensacola_class";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS Pensacola";"USS 펜사콜라";"彭\t萨\t科\t拉";"アメリカ\t海軍 ペンサコーラ";"美\t國\t彭\t薩\t科\t拉\t號";;
"us_battleship_mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS Mississippi";"USS 미시시피";"密\t西\t西\t比";"アメリカ\t海軍 ミシシッピ";"美\t國\t密\t西\t西\t比\t號";;
"ussr_sub_type_l3";"L-3";"L-3";"L-3";"L-3";"L-3";"Л-3";"Л-3";"L-3";"L-3";"L-3";"L-3";"L-3";"L-3";"L-3";"L-3";"L-3";"L-3";"L-3";;
"uk_battleship_colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS Colossus";"HMS 콜로서스";"巨\t像";"イギリス\t海軍 コロッサス";"陛\t下\t之\t艦\t巨\t人\t號";;
"ussr_destroyer_rckt_pr57bis";"Gnevnyy";"Gnevnyy";"Gnevnyy";"Gnevnyy";"Gnevnyy";"Гневный";"Гнівний";"Gniewnyj";"Gnevnyy";"Gnevnyy";"Gněvnyj";"Gnevnyy";"Gnevnyy";"Gnevnyy";"그네브니";"愤\t怒";"グネフヌイ";"格\t涅\t夫\t內\t號";;
"ussr_t_34_1942";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"Т-34 (1942)";"Т-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 (1942)";"T-34 1942 型";"T-34 (1942)";"T-34 (1942)";;
"us_m4a1_1942_sherman";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";"M4A1";;
"us_m24_chaffee";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";;
"us_m24_chaffee_reward";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";"M24";;
"us_m10";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10";"M10 対戦車自走砲";"M10 GMC";;
"us_m10_reward";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10 GMC";"M10";"M10 対戦車自走砲";"M10 GMC";;
"us_halftrack_m16";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 多\t管\t机\t枪\t运\t载\t车";"M16 対空自走砲";"M16 MGMC";;
"us_halftrack_m16_reward";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 MGMC";"M16 多\t管\t机\t枪\t运\t载\t车";"M16 対空自走砲";"M16 MGMC";;
"us_m4a1_76w_sherman";"M4A1 (76) W";"M4A1 (76)W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1 (76) W";"M4A1(76)W";"M4A1 (76) W";"M4A1 (76) W";;
"us_m4a2_sherman";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";"M4A2";;
"us_t14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";"T14";;
"us_m19";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";;
"us_m19_reskin";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";"M19A1";;
"us_m18_hellcat";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18 GMC";"M18";"M18 対戦車自走砲";"M18 GMC";;
"us_m42_duster";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";;
"us_m42_duster_reskin1";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";"M42 (第 5 防\t空\t团\t第 2 营)";"M42 (5-2 ADA)";"M42 (5-2 ADA)";;
"us_m42_duster_reskin2";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";;
"us_m42_duster_reskin3";"M42 ""Hulk""";"M42 ""Hulk""";"M42 ""Hulk""";"M42 ""Hulk""";"M42 ""Hulk""";"M42 ""Халк""";"M42 Hulk";"M42 „Hulk”";"M42 ""Hulk""";"M42 ""Hulk""";"M42 ""Hulk""";"M42 «Hulk»";"M42 ""Hulk""";"M42 ""Hulk""";"M42 ""헐크""";"M42 (“浩\t克”\t号)";"M42 「ハルク」";"M42 ""Hulk""";;
"fr_m4a4_sherman";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄\tM4A4";"▄M4A4";"▄\tM4A4";;
"fr_m4a4_sherman_reskin";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";"M4A4";;
"fr_m4a4_sherman_reward";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄M4A4";"▄\tM4A4";"▄M4A4";"▄\tM4A4";;
"us_m6a1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";"M6A1";;
"germ_pzkpfw_III_ausf_L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"Pz.III L";"3호 전차 L형";"三\t号\t坦\t克 L 型";"III 号戦車 L\t型";"Pz.III L";;
"germ_pzkpfw_IV_ausf_F";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"Pz.IV F1";"4호 전차 F1형";"四\t号\t坦\t克 F1 型";"IV 号戦車 F1型";"Pz.IV F1";;
"germ_pzkpfw_IV_ausf_F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"Pz.IV F2";"4호 전차 F2형";"四\t号\t坦\t克 F2 型";"IV 号戦車 F2型";"Pz.IV F2";;
"germ_pzkpfw_IV_ausf_G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"Pz.IV G";"4호 전차 G형";"四\t号\t坦\t克 G 型";"IV 号戦車 G\t型";"Pz.IV G";;
"germ_pzkpfw_IV_ausf_H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV Ausf. H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"Pz.IV H";"4호 전차 H형";"四\t号\t坦\t克 H 型";"IV 号戦車 H\t型";"Pz.IV H";;
"germ_flakpanzer_IV_Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"Wirbelwind";"비르벨빈트";"旋\t风";"ヴィルベルヴィント";"Wirbelwind";;
"germ_flakpanzer_IV_Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"오스트빈트";"东\t风";"オストヴィント";"東\t風";;
"germ_pzkpfw_V_ausf_d_panther";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"Panther D";"판터 D형";"豹\t式\t坦\t克 D 型";"パンター D\t型";"Panther D";;
"germ_pzkpfw_VI_ausf_h1_tiger";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"Tiger H1";"티거 H1형";"虎\t式\t坦\t克 H1 型";"ティーガー H1型";"Tiger H1";;
"germ_stug_III_ausf_G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"StuG III G";"3호 돌격포 G형";"三\t号\t突\t击\t炮 G 型";"III 号突撃砲 G\t型";"StuG III G";;
"germ_jgdpz_38t";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"Jagdpanzer 38(t)";"38(t) 구축전차";"38(t) 坦\t克\t歼\t击\t车";"駆逐戦車 38(t)";"Jagdpanzer 38(t)";;
"ussr_t_34_1941";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"Т-34 (1941)";"Т-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 (1941)";"T-34 1941 型";"T-34 (1941)";"T-34 (1941)";;
"ussr_t_34E_STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"Т-34Э СТЗ";"Т-34Е СТЗ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E STZ";"T-34E (STZ)";"T-34E STZ";"T-34E STZ";;
"ussr_t_34_1941_l_11";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"Т-34 (1940)";"Т-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 (1940)";"T-34 1940 型";"T-34 (1940)";"T-34 (1940)";;
"ussr_t_34_85_d_5t";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"Т-34-85 (Д-5Т)";"Т-34-85 (Д-5Т)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85 (D-5T)";"T-34-85/D-5T";"T-34-85 (D-5T)";"T-34-85 (D-5T)";;
"ussr_kv_1_zis_5";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"КВ-1 (ЗиС-5)";"КВ-1 (ЗіС-5)";"KW-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";"KV-1/ZiS-5";"KV-1 (ZiS-5)";"KV-1 (ZiS-5)";;
"ussr_is_1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"ИС-1";"ІС-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";;
"ussr_is_1_reskin";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"ИС-1";"ІС-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";"IS-1";;
"ussr_zis_12_94KM_1945";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ЗиС-12 (94-КМ)";"ЗіС-12 (94-КМ)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";"吉\t斯\t-12/94-KM";"ZiS-12 (94-KM)";"ZiS-12 (94-KM)";;
"ussr_zis_43";"ZiS-43";"ZIS-43";"ZiS-43";"ZiS-43";"ZiS-43";"ЗиС-43";"ЗіС-43";"Zis-43";"ZiS-43";"ZiS-43";"ZiS-43";"ZiS-43";"ZiS-43";"ZiS-43";"ZiS-43";"吉\t斯\t-43";"ZiS-43";"ZiS-43";;
"ussr_su_152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";"СУ-152";"СУ-152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";"SU-152";;
"ussr_zsu_37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ЗСУ-37";"ЗСУ-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";"ZSU-37";;
"ussr_zsu_37_reskin";"ZSU-37 №35";"ZSU-37 n° 35";"ZSU-37 №35";"ZSU-37 Nr. 35";"ZSU-37 №35";"ЗСУ-37 №35";"ЗСУ-37 №35";"ZSU-37 Nr 35";"ZSU-37 Nº35";"ZSU-37 №35";"ZSU-37 №35";"ZSU-37 №35";"ZSU-37 №35";"ZSU-37 №35";"ZSU-37 №35";"ZSU-37 (“35”\t号)";"ZSU-37 №35";"ZSU-37 №\t35";;
"ussr_t_28E";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";"Т-28Э";"Т-28Е";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";"T-28E";;
"uk_a27m_cromwell_5";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"Cromwell V";"크롬웰 V";"克\t伦\t威\t尔 V";"クロムウェル V";"Cromwell V";;
